Land/Sea,ERA5Year,ERA5Month,ERA5Day,ERA5Hour,MODIS_Day,MODIS_Hour,MODIS_Minute,VIIRSDay,VIIRSHour,VIIRSMinute,iPos,jPos,DeltaTime1,DeltaTime2,B1_MODIS,B2_MODIS,B3_MODIS,B4_MODIS,B5_MODIS,B6_MODIS,B7_MODIS,B8_MODIS,B9_MODIS,B10_MODIS,B11_MODIS,B12_MODIS,B13_MODIS,B14_MODIS,B15_MODIS,B16_MODIS,B17_MODIS,B18_MODIS,B19_MODIS,B1_VIIRS,B2_VIIRS,B3_VIIRS,B4_VIIRS,B5_VIIRS,B6_VIIRS,B7_VIIRS,B8_VIIRS,B9_VIIRS,B10_VIIRS,B11_VIIRS,VZA_MODIS,VAA_MODIS,SZA_MODIS,SAA_MODIS,CLM_MODIS,VZA_VIIRS,VAA_VIIRS,SZA_VIIRS,SAA_VIIRS,CLM_VIIRS,NDVI,dTime
L,2021,03,08,10,8,10,21,8,10,14,335,176,21.6,14.6,83.9130325,75.8923569,77.7979050,69.8793488,46.8082695,24.8483028,7.1067100,78.5320206,76.8750076,71.1123276,66.5122528,68.4507370,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,54.9141083,81.7666321,77.3116760,76.7505951,75.8578186,95.6718674,0.0000000,83.0807877,49.9588432,0.0773869,27.1371403,6.0418401,31.8,80.8,20.0,-122.8,4.00,19.9,80.5,18.6,-125.7,4.00,0.16,417.3,
L,2021,03,08,10,8,10,21,8,10,14,335,177,21.6,14.6,80.9397812,75.1578751,78.2838821,69.8703613,46.7267036,24.6526546,6.8284602,78.7088242,77.2972412,71.6652832,67.0315781,69.3240051,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,54.6396484,82.5452194,78.3432388,77.8769379,76.3500900,92.3433838,0.0000000,82.4097748,50.0587845,0.0795820,27.0435505,5.8139796,29.9,81.9,20.2,-122.4,4.00,18.0,82.4,18.8,-125.3,4.00,0.18,417.3,
L,2021,03,08,10,8,10,21,8,10,14,335,178,21.6,14.6,80.1232147,74.1025391,75.4393997,66.3709488,46.6659241,24.8000793,7.0318789,77.1119995,75.0405045,68.7540207,63.7038422,65.8333740,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,53.5376358,81.1480865,76.0284500,74.5711136,72.3381424,91.4373169,0.0000000,80.8320312,49.5858002,0.0846872,27.0318546,5.9997706,28.0,81.2,20.4,-122.1,4.00,16.0,81.3,19.0,-124.8,4.00,0.17,417.3,
L,2021,03,08,10,8,10,21,8,10,14,335,179,21.5,14.6,80.5985336,76.6087341,72.5688934,62.0354385,50.3507347,26.8159790,7.7612934,75.7441711,72.9121246,65.5325394,59.6308136,60.9540672,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,55.5016479,80.1902008,74.0308609,71.0295258,67.2600021,91.8045959,0.0000000,82.4926071,52.8756866,0.0830038,28.9222088,6.5673318,25.9,82.2,20.6,-121.7,4.00,14.0,80.2,19.2,-124.4,4.00,0.19,417.3,
L,2021,03,08,10,8,10,21,8,10,14,335,180,21.5,14.6,80.7675323,76.7178650,70.6997147,60.1085892,51.7233505,27.6730556,8.0020533,74.3514633,71.2546997,63.7696304,57.7936440,59.8147125,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,55.7539482,79.1914139,72.7139435,69.2568283,65.1689377,92.1651917,0.0000000,82.2052917,54.0489616,0.0784797,29.6442909,6.7754478,23.9,81.6,20.9,-121.3,4.00,12.0,82.8,19.5,-124.0,4.00,0.18,417.3,
L,2021,03,08,10,8,10,21,8,10,14,335,181,21.5,14.6,85.7775497,79.8747787,70.7725906,61.6815376,53.7179527,28.9219551,8.4232416,73.8916550,71.0242157,64.1665039,58.8526764,61.2509766,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,57.9301872,79.1714478,72.8389206,69.8611221,66.7645645,97.6807556,0.0000000,84.9735718,55.7906227,0.0731656,30.7207489,7.1079283,21.7,80.7,21.1,-120.9,4.00,9.9,81.2,19.7,-123.6,4.00,0.17,417.3,
L,2021,03,08,10,8,10,21,8,10,14,335,182,21.5,14.6,83.1546783,78.8970261,70.7448273,61.3532600,53.9143333,28.7484665,8.1506605,73.8624725,71.0474167,64.1394119,58.8241386,61.1013527,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,57.8592987,79.5921326,73.2891388,70.2428741,66.8248672,94.8447800,0.0000000,84.1342468,56.1590500,0.0718721,30.6074829,6.8514051,19.5,82.3,21.3,-120.6,4.00,7.9,79.2,19.9,-123.2,4.00,0.17,417.3,
L,2021,03,08,10,8,10,21,8,10,14,335,183,21.5,14.5,83.4664230,79.1862411,71.1952133,61.6465797,54.1087303,28.9397087,8.0675411,74.1716843,71.4125900,64.6957321,59.3349495,61.5101814,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,58.3166008,80.2161560,73.9490738,71.0206375,67.2712860,95.2926483,0.0000000,84.3757858,56.3485107,0.0787412,30.7349491,6.8028126,17.3,81.2,21.5,-120.3,4.00,5.8,84.2,20.1,-122.8,4.00,0.18,417.9,
L,2021,03,08,10,8,10,21,8,10,14,335,184,21.5,14.5,92.9405670,87.0532761,71.4866028,63.0730743,59.8413544,31.8920574,9.4588814,75.0194397,71.8635483,64.8371277,59.6217232,62.4779167,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,64.1447678,81.5540009,74.7135620,71.3832626,68.7489700,105.9065475,0.0000000,92.2352905,61.8529892,0.0848328,33.9909172,7.8095517,15.0,83.3,21.7,-119.9,4.00,3.7,80.6,20.3,-122.4,4.00,0.17,417.9,
L,2021,03,08,10,8,10,21,8,10,14,336,176,21.5,14.6,84.8111420,76.5265579,78.2027283,70.3774490,46.7663269,24.5922890,7.0258031,78.8634033,77.3172455,71.4801254,66.9293289,69.7516251,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,55.1879768,81.9908142,77.5836411,77.0567780,76.3061447,96.5477982,0.0000000,83.7841949,50.0124397,0.0752983,27.0925980,5.9856648,32.2,81.3,19.9,-122.3,4.00,20.4,82.2,18.5,-125.1,4.00,0.15,417.3,
L,2021,03,08,10,8,10,21,8,10,14,336,177,21.5,14.5,87.2369919,81.4729614,78.7828903,72.4127579,48.6797104,25.2348652,7.1288548,78.9889069,77.6288528,72.2433853,68.5344162,70.2822037,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,57.9621315,82.5754166,78.2937698,78.1189041,78.4704971,98.9482956,0.0000000,88.3235321,51.6920738,0.0745734,27.5929241,6.0489998,30.3,80.6,20.1,-121.9,4.00,18.4,81.4,18.7,-124.7,4.00,0.16,417.3,
L,2021,03,08,10,8,10,21,8,10,14,336,178,21.5,14.5,82.7620544,77.3434143,77.4444885,69.3411407,46.9584389,24.4880390,6.8405056,78.3973083,76.6451263,70.8667068,66.3698196,68.1500626,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,54.9529877,82.4095383,77.6928635,76.7890015,75.2416382,93.4769974,0.0000000,83.5420456,49.4302597,0.0742711,26.4126930,5.7623429,28.4,81.8,20.3,-121.5,4.00,16.5,80.3,18.9,-124.2,4.00,0.19,417.3,
L,2021,03,08,10,8,10,21,8,10,14,336,179,21.5,14.5,88.0927124,82.7863312,74.9373703,66.4246902,52.9540672,28.1022377,8.1702585,77.2191010,74.7452545,68.1547623,62.9656563,64.9565430,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,59.1693115,81.8041840,76.0910568,74.0217896,72.0848618,100.5114288,0.0000000,89.2748947,55.5486145,0.0747661,30.2270489,6.9058862,26.4,81.0,20.5,-121.1,4.00,14.5,82.5,19.1,-123.8,4.00,0.17,417.3,
L,2021,03,08,10,8,10,21,8,10,14,336,180,21.5,14.5,79.9358749,75.6857910,71.6350327,60.8861008,50.4325142,26.9667244,7.6458917,75.0032654,72.0900879,64.7067032,58.7415619,60.6794815,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,54.9097404,79.8812408,73.6064758,70.3956528,66.1993179,91.2213211,0.0000000,81.3055573,52.9015312,0.0733014,29.0070591,6.5106072,24.4,82.1,20.7,-120.8,4.00,12.5,81.4,19.3,-123.4,4.00,0.18,417.3,
L,2021,03,08,10,8,10,21,8,10,14,336,181,21.5,14.5,81.2200317,75.6038742,72.0162048,61.6544075,51.7201042,28.0686207,7.9264531,74.8861618,72.2995300,65.2753220,59.5242615,61.5161934,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,54.7658119,80.1047745,74.0739746,71.1255798,66.9683304,92.3888397,0.0000000,80.6746368,53.8259468,0.0724253,29.8802738,6.6974306,22.1,81.5,20.9,-120.4,4.00,10.4,79.6,19.5,-123.0,4.00,0.17,417.3,
L,2021,03,08,10,8,10,21,8,10,14,336,182,21.4,14.5,81.8921509,76.4070816,72.6248856,62.5135078,52.9621506,28.5519085,8.0144529,75.2126923,72.7372131,65.9792023,60.3794861,62.4190483,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,55.4924316,80.8007889,74.8719254,72.0292969,67.8992081,92.9695969,0.0000000,81.3794098,54.9331322,0.0731479,30.3298531,6.7363758,20.0,80.4,21.1,-120.1,4.00,8.4,83.3,19.7,-122.6,4.00,0.18,417.3,
L,2021,03,08,10,8,10,21,8,10,14,336,183,21.4,14.5,85.6748886,80.5973816,69.9576263,59.5727806,56.0926895,29.9724731,8.8787508,74.2151184,70.7678528,63.0566025,57.0048981,59.1939964,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,58.9688797,80.2803345,73.2336960,69.2177582,65.0276108,98.0606766,0.0000000,85.6908569,58.1055489,0.0779851,31.9727249,7.3738022,17.8,81.8,21.4,-119.7,4.00,6.3,81.4,19.9,-122.2,4.00,0.18,417.3,
L,2021,03,08,10,8,10,21,8,10,14,336,184,21.4,14.5,96.2986526,88.4223404,77.1368332,70.2314682,58.2289352,31.0825901,9.1770182,78.5343246,76.4349747,70.8525467,66.3839645,68.6232758,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,64.8864594,85.4680557,79.9986725,78.5817871,77.3497162,110.5086823,0.0000000,95.3956757,61.1024704,0.0809933,33.5916748,7.6465502,15.5,80.8,21.6,-119.4,4.00,4.2,76.7,20.1,-121.8,4.00,0.16,417.9,
L,2021,03,08,10,8,10,21,8,10,14,336,185,21.4,14.5,104.6485291,94.0578842,76.4531555,70.8877029,63.6306229,34.2114105,10.2276058,78.1865005,75.8247910,70.2686615,66.1282501,68.2528305,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,68.4670639,85.4050064,79.4621811,77.8698120,77.5689163,119.2636566,0.0000000,100.1331100,65.7753983,0.0917470,36.4940147,8.4435997,13.2,83.2,21.8,-119.1,4.00,2.1,89.8,20.3,-121.4,4.00,0.15,417.9,
L,2021,03,08,10,8,10,21,8,10,14,337,176,21.4,14.5,93.9381943,83.7635040,87.8465347,83.2034683,48.8813553,25.3895645,7.2517257,84.8272171,85.2696075,81.4032898,77.8774033,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,58.4149742,88.1096191,85.9400253,87.8155441,89.9349823,105.4137955,0.0000000,90.6633911,51.6230392,0.0729401,27.7625179,5.9968019,32.6,81.7,19.7,-121.7,4.00,20.8,81.5,18.3,-124.6,4.00,0.14,417.3,
L,2021,03,08,10,8,10,21,8,10,14,337,177,21.4,14.5,92.3612213,82.7475662,84.1564484,78.7469482,49.9856262,26.3937149,7.3689566,82.4070740,82.0743256,77.8149490,74.4992523,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,58.4539299,86.2411575,83.2412109,84.5146103,85.7688904,104.8688507,0.0000000,90.4490433,53.0972061,0.0708867,28.7221661,6.1190047,30.7,81.2,20.0,-121.3,4.00,18.8,80.5,18.5,-124.1,4.00,0.14,417.3,
L,2021,03,08,10,8,10,21,8,10,14,337,178,21.4,14.5,93.5714035,83.8067093,83.7886047,78.4954453,50.7263069,26.9944248,7.5548339,82.1264801,81.7019119,77.5269470,74.2411880,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,59.0594368,86.4379807,83.1769104,84.2694855,85.1596451,105.6185608,0.0000000,90.9379959,53.5053368,0.0727150,29.0538082,6.2651663,28.8,82.1,20.2,-120.9,3.99,17.0,82.5,18.7,-123.7,4.00,0.15,417.3,
L,2021,03,08,10,8,10,21,8,10,14,337,179,21.4,14.5,92.4339676,83.8834915,78.9332809,71.6937103,52.4621353,28.0332584,8.1604605,79.6693344,78.0105057,72.3978653,67.8834686,67.7814713,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,59.0548820,84.3874359,79.5126953,78.7438126,77.8221359,105.1831284,0.0000000,90.5208740,54.9868355,0.0741724,30.2818165,6.8908219,26.9,81.4,20.4,-120.6,4.00,14.9,81.6,18.9,-123.2,4.00,0.15,417.3,
L,2021,03,08,10,8,10,21,8,10,14,337,180,21.4,14.4,83.4737167,78.1820526,71.6545486,61.0459938,52.7827072,28.6628494,8.3171930,75.4260101,72.3008041,64.5437164,58.5468826,60.6108093,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,56.1112289,80.1687012,73.5304260,69.9955215,66.0759888,95.3064117,0.0000000,83.7654724,55.1767120,0.0691461,30.7342911,7.0314040,24.7,80.8,20.6,-120.2,4.00,12.9,80.1,19.1,-122.8,4.00,0.17,417.3,
L,2021,03,08,10,8,10,21,8,10,14,337,181,21.4,14.4,76.2620697,71.3328323,67.9775391,55.5050774,50.0144653,26.9700508,7.8060236,73.2608414,69.3958435,60.5939598,53.7419701,55.2706871,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,51.5936127,78.4120331,71.0395813,66.0492783,60.4524994,87.2572403,0.0000000,76.3824387,52.2776260,0.0716745,29.0189152,6.5002937,22.7,81.9,20.8,-119.9,4.00,10.9,83.1,19.4,-122.4,4.00,0.18,417.3,
L,2021,03,08,10,8,10,21,8,10,14,337,182,21.4,14.4,75.7654343,70.7215805,68.3399887,56.0779228,50.5496635,27.4289818,7.9003305,73.4226685,69.6495132,61.0985298,54.3760834,55.9374771,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,51.3171806,78.9140244,71.5976715,66.6950989,61.0775108,86.3048859,0.0000000,75.3833542,52.5571404,0.0746327,29.3424530,6.5293975,20.5,81.2,21.0,-119.5,4.00,8.8,81.3,19.6,-122.0,4.00,0.18,417.3,
L,2021,03,08,10,8,10,21,8,10,14,337,183,21.4,14.4,82.6047897,76.3915176,71.7046432,60.9910164,53.4229774,29.1468735,8.4961224,75.4065781,72.2794724,64.8153076,58.7483406,60.7948799,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,55.6189842,81.4849701,74.8424149,71.2379150,66.7594986,94.4111633,0.0000000,81.5941010,55.6208992,0.0810506,31.1311321,7.0893922,18.3,82.7,21.2,-119.2,4.00,6.7,78.9,19.8,-121.6,4.00,0.17,417.3,
L,2021,03,08,10,8,10,21,8,10,14,337,184,21.4,14.4,92.6627731,84.4399948,77.6928329,70.8029327,54.1407166,28.9441051,8.4162827,78.7441483,76.8962860,71.3849335,67.0642319,70.1609421,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,61.6996269,85.8102951,80.7456970,79.6638870,78.7137451,107.1078796,0.0000000,92.2408676,57.5465202,0.0884248,31.5717621,7.0264435,16.0,81.5,21.4,-118.8,4.00,4.7,85.0,20.0,-121.3,4.00,0.15,417.3,
L,2021,03,08,10,8,10,21,8,10,14,337,185,21.3,14.4,106.6950302,96.2153244,82.7669067,79.2610855,60.8559723,32.3517227,9.5109282,81.7180786,80.8540268,76.8521652,73.1584167,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,69.7587433,89.2684555,85.1424713,85.7162628,87.5357590,121.9520569,0.0000000,103.9687958,63.7462273,0.0949620,34.7841454,7.8090296,13.7,80.0,21.6,-118.5,4.00,2.5,81.7,20.2,-120.9,4.00,0.14,417.3,
L,2021,03,08,10,8,10,21,8,10,14,338,177,21.4,14.4,100.1770020,92.0337143,93.1370010,90.6518021,50.3052139,25.5182076,7.0211272,87.9187241,89.5620956,87.0906143,74.2911835,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,63.2162285,92.1395416,91.2639008,94.9126816,98.9490509,113.0189362,0.0000000,99.8397293,53.5557327,0.0767936,27.8103962,5.9197569,31.1,81.7,19.8,-120.8,3.99,19.3,82.5,18.4,-123.5,3.98,0.16,417.9,
L,2021,03,08,10,8,10,21,8,10,14,338,178,21.4,14.4,89.9567795,87.3488541,88.2615814,83.2147446,50.2027473,25.2058430,6.8609009,85.0860672,85.7615128,81.8448792,75.8141708,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,60.7984543,89.4775925,87.5034027,89.3795090,91.2003021,101.6160431,0.0000000,95.1758881,53.2962418,0.0747891,27.5367584,5.6751494,29.2,81.0,20.0,-120.4,3.97,17.4,81.5,18.6,-123.1,3.95,0.19,417.9,
L,2021,03,08,10,8,10,21,8,10,14,338,179,21.3,14.4,95.7365646,84.1178436,85.6490555,80.1217041,51.7853012,27.7957478,7.9643683,83.6596832,83.4649887,79.3595963,75.9263535,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,59.1401749,88.4788513,85.3728333,86.5903549,87.2079544,108.1545029,0.0000000,91.3140793,54.7197876,0.0773680,30.2569065,6.5284886,27.3,82.0,20.2,-120.0,4.00,15.4,80.5,18.8,-122.7,4.00,0.13,417.3,
L,2021,03,08,10,8,10,21,8,10,14,338,180,21.3,14.4,97.2059021,86.8582077,80.7416534,75.6125107,55.5437050,30.0900459,8.6651297,80.4167404,79.4047699,74.2964554,70.7279434,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,61.4937553,85.5519333,81.3970642,80.9922409,81.9312592,110.1250153,0.0000000,93.6798248,58.4002113,0.0768207,32.4179802,7.1641769,25.2,81.2,20.4,-119.7,4.00,13.4,82.9,19.0,-122.3,4.00,0.14,417.3,
L,2021,03,08,10,8,10,21,8,10,14,338,181,21.3,14.4,74.5189819,69.1351852,69.6903839,58.4525299,48.4913216,26.0389328,7.2171607,73.8245010,70.6251526,62.5094337,56.5053062,58.2970314,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,49.8048172,78.9201279,72.3612366,68.1987991,63.7143936,84.8359833,0.0000000,74.2180939,50.7593079,0.0735629,28.0240002,5.9895859,23.1,80.5,20.7,-119.3,4.00,11.3,81.8,19.2,-121.9,4.00,0.17,417.3,
L,2021,03,08,10,8,10,21,8,10,14,338,182,21.3,14.4,76.3985825,71.4829941,68.2196426,56.7936440,51.1067162,27.6554222,7.9245648,73.2938080,69.6134033,60.8618317,54.6056366,56.5050087,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,51.6997070,78.7797012,71.5328903,66.5683899,61.8978920,87.0183182,0.0000000,76.2059097,53.1248665,0.0734061,29.5575371,6.4954720,21.0,81.8,20.9,-119.0,4.00,9.3,79.8,19.4,-121.5,4.00,0.18,417.3,
L,2021,03,08,10,8,10,21,8,10,14,338,183,21.3,14.3,84.7255783,78.9968948,70.6445923,60.7202759,55.2963829,29.8889465,8.7937775,74.7567291,71.4272614,63.6147385,57.8859596,60.2821007,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,57.1943130,80.8246460,73.9000320,69.9428940,66.3507538,96.9808655,0.0000000,84.3726807,57.4980507,0.0766101,32.0424843,7.2657256,18.8,80.7,21.1,-118.6,4.00,7.3,84.1,19.6,-121.1,4.00,0.17,417.3,
L,2021,03,08,10,8,10,21,8,10,14,338,184,21.3,14.3,90.3994522,83.1136932,76.8229141,69.4813766,52.7525597,27.9213219,8.1799793,78.3505630,76.2466888,70.3783035,65.8869324,68.7276917,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,60.3363724,85.3953018,80.0729599,78.5872803,77.3822784,104.6273804,0.0000000,90.9590912,56.1855087,0.0805945,30.6636829,6.8393731,16.5,82.5,21.3,-118.3,4.00,5.2,81.4,19.8,-120.7,4.00,0.16,417.3,
L,2021,03,08,10,8,10,21,8,10,14,338,185,21.3,14.3,100.3193054,92.2628860,83.9144058,78.8889008,58.6891823,30.9707680,8.8705692,82.8185501,82.1121902,77.9474716,74.0273132,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,66.9068680,90.4445190,86.6011047,87.0850449,87.5807571,115.1106720,0.0000000,100.5003510,61.9516716,0.0894097,33.7148666,7.3434772,14.2,81.2,21.5,-118.0,4.00,3.0,76.0,20.1,-120.3,4.00,0.15,417.3,
L,2021,03,08,10,8,10,21,8,10,14,339,177,21.3,14.3,133.4380798,109.5012741,106.3075714,111.2626877,60.8700104,31.7778225,9.1075344,94.9209366,99.4623642,101.5473862,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,75.3759155,98.9682922,100.9024811,109.4966278,119.0790863,147.6365204,0.0000000,117.1477509,63.2335243,0.0787526,34.0454674,7.4413486,31.6,82.1,19.7,-120.2,3.99,19.8,81.6,18.2,-122.9,3.99,0.09,417.9,
L,2021,03,08,10,8,10,21,8,10,14,339,178,21.3,14.3,119.4743652,104.0404816,103.5805740,105.4564972,56.7166786,28.6997700,7.9442096,93.5550308,97.5184784,98.5056610,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,71.5535126,98.1429367,99.5569839,106.8460770,113.8692017,133.0521240,0.0000000,111.6905975,59.4252319,0.0735842,30.9373074,6.6203861,29.6,81.4,19.9,-119.8,3.97,17.8,80.7,18.4,-122.5,3.98,0.13,417.9,
L,2021,03,08,10,8,10,21,8,10,14,339,179,21.3,14.3,92.9827423,83.9285126,89.8285141,84.5175476,51.2049675,26.8088493,7.2935238,86.2008743,87.0373383,83.4274521,76.6919174,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,58.8789177,91.3234558,89.6070480,91.7883148,93.0517883,105.4670105,0.0000000,92.2414322,54.7487526,0.0733630,29.5544968,5.9824886,27.7,80.8,20.1,-119.5,3.94,15.8,79.7,18.6,-122.1,3.96,0.15,417.9,
L,2021,03,08,10,8,10,21,8,10,14,339,180,21.3,14.3,98.1332245,86.2353973,85.8864059,82.0381393,53.2019005,28.5849495,8.1433582,83.4527512,83.5548553,79.7055740,76.8754196,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,60.6119308,88.8912506,86.1270981,87.6335297,89.9440079,111.7124710,0.0000000,94.2733612,56.5042305,0.0719929,31.2811375,6.6671882,25.6,81.9,20.3,-119.1,4.00,13.8,81.7,18.9,-121.7,4.00,0.13,417.9,
L,2021,03,08,10,8,10,21,8,10,14,339,181,21.3,14.3,88.4431229,79.6984329,75.6246872,67.3064423,52.3757019,28.1866703,8.1228104,77.6725922,75.5369339,68.6901779,63.8149643,64.3176575,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,57.1246414,83.1948090,77.7502365,75.4469528,73.7110825,100.8581161,0.0000000,86.0284500,55.1549301,0.0699015,30.5009346,6.6853433,23.5,81.2,20.5,-118.8,4.00,11.8,80.1,19.1,-121.3,4.00,0.15,417.9,
L,2021,03,08,10,8,10,21,8,10,14,339,182,21.2,14.3,73.1610413,67.3520660,66.9667816,54.4337997,48.9670486,26.5232220,7.6858211,72.9053268,68.7736053,59.3377075,52.5448494,54.1561546,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,48.3924828,78.2954712,70.5896378,64.8624954,59.3780403,83.5060349,0.0000000,72.0406570,51.0463982,0.0678904,28.5980797,6.2719045,21.4,82.5,20.7,-118.4,4.00,9.8,83.7,19.3,-120.9,4.00,0.17,417.9,
L,2021,03,08,10,8,10,21,8,10,14,339,183,21.2,14.3,83.4116745,76.5714951,69.2837448,59.8642616,54.9621887,29.7877331,8.8380194,74.1279602,70.5283890,62.0285606,56.6172905,59.2247009,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,54.4922295,80.0764389,72.8661499,68.0355606,65.1908875,94.9078903,0.0000000,81.3473969,56.8223839,0.0740939,31.8493004,7.1597123,19.2,81.5,21.0,-118.1,4.00,7.7,81.8,19.5,-120.5,4.00,0.16,417.9,
L,2021,03,08,10,8,10,21,8,10,14,339,184,21.2,14.3,91.0197601,84.3475037,74.5149307,66.5441589,55.7073479,29.9082241,8.8951111,77.2883911,74.5487366,67.7731857,62.8927612,65.9319611,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,60.6971741,84.1077194,77.9310455,75.2945709,73.5575409,104.9832382,0.0000000,91.4647522,58.7437286,0.0759910,32.4655609,7.3784328,17.0,80.3,21.2,-117.8,4.00,5.6,78.4,19.7,-120.1,4.00,0.16,417.9,
L,2021,03,08,10,8,10,21,8,10,14,339,185,21.2,14.2,99.8745575,92.3682938,80.6030273,74.8686905,59.6895103,31.9687881,9.3496208,81.0710373,79.5441208,74.2902832,69.2185364,68.9200211,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,66.7004547,88.3341522,83.4713211,82.6352005,82.6606522,114.5261002,0.0000000,100.1071701,62.8487663,0.0821593,34.5595512,7.7889290,14.7,82.3,21.4,-117.4,4.00,3.5,86.3,19.9,-119.8,4.00,0.16,417.9,
L,2021,03,08,10,8,10,21,8,10,14,339,186,21.2,14.2,110.6943436,100.6056290,85.0866470,80.6485748,65.4693985,34.8541946,10.3385935,84.3744278,83.4001312,78.6735535,69.4473267,68.5869675,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,71.7109604,91.8997726,87.4361496,87.5039291,88.5409241,126.1927261,0.0000000,108.1104660,68.1467514,0.1015100,37.5081482,8.5711946,12.3,80.7,21.6,-117.1,3.99,1.4,82.1,20.1,-119.4,3.98,0.15,417.3,
L,2021,03,08,10,8,10,21,8,10,14,340,177,21.2,14.3,110.6911240,95.7643433,93.7513657,92.7232742,55.7428360,28.9849377,8.1916933,87.7535629,89.5044327,88.1737289,81.0296402,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,67.3977432,91.7687912,90.9998932,95.8025513,100.6443024,124.7547531,0.0000000,104.0930634,58.8084526,0.0730721,31.4646893,6.8296490,32.0,81.0,19.5,-119.6,4.00,20.2,80.8,18.1,-122.3,4.00,0.12,417.9,
L,2021,03,08,10,8,10,21,8,10,14,340,178,21.2,14.3,109.7560959,95.4056854,93.0376129,91.5604477,56.0278358,29.2334538,8.1964521,87.5218658,89.0605545,87.3745499,83.9661942,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,66.6620102,92.0491943,90.9334793,95.1878891,99.4399719,123.5294952,0.0000000,103.4776459,58.9175911,0.0743953,31.6307106,6.8178110,30.1,81.9,19.7,-119.2,4.00,18.3,82.6,18.3,-121.9,4.00,0.12,417.9,
