Land/Sea,ERA5Year,ERA5Month,ERA5Day,ERA5Hour,MODIS_Day,MODIS_Hour,MODIS_Minute,VIIRSDay,VIIRSHour,VIIRSMinute,iPos,jPos,DeltaTime1,DeltaTime2,B1_MODIS,B2_MODIS,B3_MODIS,B4_MODIS,B5_MODIS,B6_MODIS,B7_MODIS,B8_MODIS,B9_MODIS,B10_MODIS,B11_MODIS,B12_MODIS,B13_MODIS,B14_MODIS,B15_MODIS,B16_MODIS,B17_MODIS,B18_MODIS,B19_MODIS,B1_VIIRS,B2_VIIRS,B3_VIIRS,B4_VIIRS,B5_VIIRS,B6_VIIRS,B7_VIIRS,B8_VIIRS,B9_VIIRS,B10_VIIRS,B11_VIIRS,VZA_MODIS,VAA_MODIS,SZA_MODIS,SAA_MODIS,CLM_MODIS,VZA_VIIRS,VAA_VIIRS,SZA_VIIRS,SAA_VIIRS,CLM_VIIRS,NDVI,dTime
L,2021,03,29,19,29,19,3,29,18,57,207,1075,3.4,-2.6,34.0208664,53.8757362,55.1777611,41.5832634,33.1804695,14.9112587,3.1231892,61.4500313,57.3767319,48.3023224,42.5322380,42.6447258,33.1481133,0.0000000,33.0032310,0.0000000,0.0000000,0.0000000,44.0727501,65.6709518,58.8385010,52.6421127,45.8683128,36.9672432,0.0000000,57.6639595,35.2688484,0.1124166,15.8909016,2.7703841,22.0,77.1,36.6,-157.4,4.00,8.3,76.3,36.2,-159.7,3.96,0.46,357.3,
L,2021,03,29,19,29,19,3,29,18,57,207,1076,3.4,-2.6,34.0963554,48.3125801,54.8042412,39.9208412,32.1903229,15.5912924,3.4035804,61.4280472,57.1038742,47.9003716,41.1999779,40.9530602,33.7044182,0.0000000,33.6741600,0.0000000,0.0000000,0.0000000,39.9857330,66.1098938,58.9977074,52.5746956,44.3257904,37.8398552,51.3082199,52.2096672,34.4243431,0.1851027,16.8632030,2.9637170,20.3,78.2,36.7,-157.0,4.00,6.7,80.9,36.3,-159.3,3.99,0.42,357.3,
L,2021,03,29,19,29,19,3,29,18,57,207,1077,3.3,-2.6,31.5770340,49.3008575,53.6926537,39.2251396,30.4752808,13.6357422,2.9119284,60.8162155,56.2254829,46.7411003,40.4204216,40.2856445,31.1064720,0.0000000,30.8936005,0.0000000,0.0000000,0.0000000,40.2773972,65.5868835,58.1470222,51.2680626,43.5541229,34.2839508,52.1046753,53.0975266,32.5928726,0.2054482,14.7687244,2.5898705,18.5,77.6,36.8,-156.6,4.00,5.1,78.0,36.3,-158.9,4.00,0.47,357.3,
L,2021,03,29,19,29,19,3,29,18,57,208,1070,3.4,-2.6,32.1729164,53.2063560,53.8685760,39.9891205,32.9649429,14.7091331,3.0359352,60.6715126,56.3268890,46.7549133,40.9102554,40.9560089,31.7229862,0.0000000,31.5463791,0.0000000,0.0000000,0.0000000,43.5221291,63.4919853,56.5843887,50.3275108,43.6840172,34.9398384,51.4808121,56.2551193,34.8619881,0.0729150,15.7626400,2.7094586,30.5,77.5,36.0,-159.3,4.00,16.8,78.4,35.7,-161.7,4.00,0.44,357.9,
L,2021,03,29,19,29,19,3,29,18,57,208,1071,3.4,-2.6,32.8615875,55.8346062,54.2957764,40.9855804,33.9748192,14.9348679,3.0511410,60.7499657,56.5874481,47.2861481,41.7763405,41.9574432,32.3197746,0.0000000,32.1178513,0.0000000,0.0000000,0.0000000,45.7182007,63.8194427,57.0817032,50.9989052,44.7879105,35.5970764,0.0000000,58.9981117,35.8994789,0.0749507,15.8930035,2.7329423,28.9,76.9,36.1,-158.9,4.00,15.2,77.4,35.7,-161.3,3.99,0.48,357.9,
L,2021,03,29,19,29,19,3,29,18,57,208,1072,3.3,-2.6,32.5215683,50.8114853,53.6679459,39.5629387,32.5202713,14.9426308,3.1467881,60.3339615,56.0041733,46.7167435,40.5888672,40.5259056,32.2832489,0.0000000,32.1368256,0.0000000,0.0000000,0.0000000,42.0052299,63.8468628,56.9155731,50.6468697,43.5186348,35.6169662,51.7159004,54.3214569,34.5861244,0.0809864,16.0947247,2.7908180,27.4,78.1,36.2,-158.5,4.00,13.7,76.0,35.8,-160.9,4.00,0.46,357.9,
L,2021,03,29,19,29,19,3,29,18,57,208,1073,3.3,-2.6,33.1597137,53.3708839,54.1647606,40.8201866,32.7039528,14.6453066,3.0738480,60.3721237,56.3300972,47.3052254,41.6884880,41.8274345,32.0553474,0.0000000,31.8673115,0.0000000,0.0000000,0.0000000,43.9196320,64.3369751,57.6964149,51.7235832,45.2739792,36.3089294,0.0000000,57.2183342,34.8340530,0.0821019,15.6529722,2.7459450,25.8,77.2,36.2,-158.1,4.00,12.1,78.4,35.8,-160.5,3.95,0.45,357.3,
L,2021,03,29,19,29,19,3,29,18,57,208,1074,3.3,-2.6,34.2614136,50.9385796,55.0753708,40.7672806,32.9986496,15.5073919,3.3258128,61.3951759,57.2912903,48.1556435,41.8693008,41.7954865,33.5701485,0.0000000,33.4711075,0.0000000,0.0000000,0.0000000,42.4255028,65.3140793,58.4867592,52.3542023,44.8739166,37.6552467,52.6848755,54.7058945,35.2515488,0.1058192,16.7356873,2.9236271,24.2,78.5,36.3,-157.7,4.00,10.5,77.1,35.9,-160.1,3.98,0.43,357.3,
L,2021,03,29,19,29,19,3,29,18,57,208,1075,3.3,-2.7,34.5956573,49.8408432,56.3630981,41.1369095,32.8433151,15.6714373,3.3771150,62.8435211,58.6267662,49.2881470,42.4429359,42.1976318,33.7535973,0.0000000,33.7138100,0.0000000,0.0000000,0.0000000,41.5870323,67.0682755,60.0657005,53.6894836,45.3815155,38.0560837,52.1091080,53.5476418,35.0270996,0.3363110,16.8421535,2.9514558,22.5,77.8,36.4,-157.3,4.00,8.9,80.5,36.0,-159.6,3.99,0.42,357.3,
L,2021,03,29,19,29,19,3,29,18,57,208,1076,3.3,-2.7,33.1833801,46.8661537,54.0410728,38.6152039,31.7288704,15.3769636,3.3316958,61.0067596,56.4942093,47.1280823,40.0184746,39.6367035,32.7947617,0.0000000,32.8059769,0.0000000,0.0000000,0.0000000,39.3282890,65.6559753,58.3740120,51.7556839,43.0786438,37.2463531,50.4724121,51.3214645,34.3639030,0.3752886,16.8215504,2.9152317,20.9,79.2,36.5,-156.9,4.00,7.3,78.4,36.0,-159.2,4.00,0.41,357.3,
L,2021,03,29,19,29,19,3,29,18,57,208,1077,3.3,-2.7,32.4749832,46.9067154,54.3241768,39.0380363,30.3202553,14.3767147,3.1220446,61.3484077,56.7882423,47.3323631,40.4043159,40.0790520,31.7665939,0.0000000,31.6430988,0.0000000,0.0000000,0.0000000,39.0140800,66.0444107,58.6367188,51.8206482,43.2708549,35.6058502,50.7542915,50.6853752,32.5828056,0.3930581,15.4916010,2.7465839,19.1,78.4,36.5,-156.5,4.00,5.6,75.1,36.1,-158.8,3.98,0.45,357.3,
L,2021,03,29,19,29,19,3,29,18,57,209,1071,3.3,-2.7,33.2486839,47.6472664,54.7753601,39.7369919,31.3958397,14.8615246,3.2538428,61.4060593,57.1013336,47.6735878,40.9575996,40.7027855,31.9169540,0.0000000,31.8118038,0.0000000,0.0000000,0.0000000,39.6225281,64.3843155,57.5421219,51.3098907,43.5125389,36.3976555,50.4507828,51.4711685,33.6118813,0.0814284,16.1410427,2.8317163,29.4,77.5,35.9,-158.8,3.99,15.8,76.5,35.5,-161.2,3.97,0.43,357.9,
L,2021,03,29,19,29,19,3,29,18,57,209,1072,3.3,-2.7,32.6024666,46.4843178,53.9318733,38.5055237,31.5325928,15.4040794,3.3245380,60.7862740,56.3708954,46.8540268,39.8493347,39.4711304,32.1855736,0.0000000,32.1109772,0.0000000,0.0000000,0.0000000,38.9277115,64.0209198,56.9950829,50.6182442,42.3874435,36.1227417,49.0296516,50.6512642,34.0640106,0.0874558,16.7814045,2.9105194,27.9,76.7,35.9,-158.4,4.00,14.3,78.4,35.5,-160.8,3.98,0.40,357.3,
L,2021,03,29,19,29,19,3,29,18,57,209,1073,3.3,-2.7,33.3250923,53.9287567,53.7735367,40.2913933,34.1120529,15.5071983,3.2257652,60.0466728,55.9749107,46.8886719,41.1580734,41.2628326,32.8479004,0.0000000,32.7328033,0.0000000,0.0000000,0.0000000,44.8953667,63.7647247,57.0350838,51.0047607,44.3994408,36.5595207,0.0000000,57.6368027,36.2871399,0.0976977,16.6285362,2.8636496,26.4,77.9,36.0,-158.0,4.00,12.6,77.4,35.6,-160.4,3.99,0.45,357.3,
L,2021,03,29,19,29,19,3,29,18,57,209,1074,3.2,-2.7,35.5542526,51.5923920,56.8799248,41.9070053,34.0245819,16.3182793,3.5211453,62.9512863,58.9989090,49.8512840,43.1545105,42.7497749,34.2132797,0.0000000,34.1353531,0.0000000,0.0000000,0.0000000,43.3132324,66.0912628,59.3563499,53.2802582,45.5349846,38.9634056,52.1244545,55.5498924,36.4641876,0.1148886,17.6587391,3.0809462,24.7,77.2,36.1,-157.6,3.98,11.1,80.2,35.7,-160.0,3.97,0.42,357.3,
L,2021,03,29,19,29,19,3,29,18,57,209,1075,3.2,-2.7,36.2124290,48.7473412,57.9349060,41.9012985,33.5157928,16.7152386,3.6638260,63.8611832,59.9793510,50.5271683,42.7530632,42.1077194,0.0000000,0.0000000,34.2167969,0.0000000,0.0000000,0.0000000,41.2262344,66.9135284,60.0446320,53.8234100,45.0689240,39.5815163,51.6588554,52.8320618,35.9891090,0.2040532,18.1182899,3.1697354,23.1,78.2,36.2,-157.2,3.96,9.4,78.6,35.7,-159.6,3.97,0.40,357.3,
L,2021,03,29,19,29,19,3,29,18,57,209,1076,3.2,-2.7,32.2291336,45.3581619,53.0485191,37.4707565,31.2114697,15.3289156,3.3503826,60.2278214,55.5972633,46.1010323,38.9004250,38.4555550,32.1902275,0.0000000,32.2359543,0.0000000,0.0000000,0.0000000,38.4996376,64.6327515,57.2010422,50.4154091,41.5790138,35.9961433,48.9408150,49.4296761,33.6742058,0.1897532,16.7160645,2.9152501,21.4,77.4,36.2,-156.8,4.00,7.8,76.3,35.8,-159.1,4.00,0.40,357.3,
L,2021,03,29,19,29,19,3,29,18,57,209,1077,3.2,-2.7,33.9002876,52.1511993,54.9956245,40.7781143,32.8530922,14.9945736,3.2216902,61.5012512,57.2778473,48.0821724,41.8794975,41.8448372,32.5654678,0.0000000,32.5219002,0.0000000,0.0000000,0.0000000,43.6336784,66.2570801,59.1679001,52.7502098,45.1996994,37.1464767,51.9958153,55.9377670,34.9899635,0.4082704,16.1669235,2.8590121,19.8,78.9,36.3,-156.4,4.00,6.2,81.8,35.9,-158.8,3.89,0.46,357.3,
L,2021,03,29,19,29,19,3,29,18,57,209,1078,3.2,-2.8,35.1093864,52.0138283,56.1484146,42.1079140,32.3327484,15.0448017,3.2695084,62.2363586,58.2304230,49.2972984,43.1926498,43.1992378,33.0624008,0.0000000,33.0687637,0.0000000,0.0000000,0.0000000,43.2018967,67.2482605,60.3917770,54.1931267,46.7253571,38.3948174,52.2127724,55.8186951,34.4639015,0.3594061,16.0259590,2.8882983,17.9,78.0,36.4,-156.0,4.00,4.5,78.8,36.0,-158.3,3.96,0.43,357.3,
L,2021,03,29,19,29,19,3,29,18,57,210,1071,3.2,-2.7,32.0568542,53.2110252,53.4029541,39.4788132,33.5033417,15.1753712,3.1387575,60.2221146,55.8872070,46.3269234,40.4154701,40.4453926,31.7341862,0.0000000,31.5728321,0.0000000,0.0000000,0.0000000,44.2980995,63.1209984,56.1816368,49.8774071,43.2112350,34.9422073,51.4429436,56.7634811,35.7209549,0.0889031,16.2672024,2.7948923,30.0,77.9,35.6,-158.7,4.00,16.3,78.8,35.2,-161.1,4.00,0.46,357.3,
L,2021,03,29,19,29,19,3,29,18,57,210,1072,3.2,-2.8,30.7212048,49.8996582,52.5812721,38.0565872,31.7484016,14.2908163,2.9739232,59.7421951,55.1873550,45.4504776,39.1398773,39.0164604,30.2167568,0.0000000,30.0619068,0.0000000,0.0000000,0.0000000,41.6349525,62.9432220,55.7643738,49.1252975,41.8446960,33.6103287,50.1853714,53.4542618,33.8781776,0.0901040,15.4458113,2.6327109,28.5,77.3,35.7,-158.3,4.00,14.8,77.7,35.3,-160.7,4.00,0.46,357.3,
L,2021,03,29,19,29,19,3,29,18,57,210,1073,3.2,-2.8,32.8129845,55.1143112,53.4276047,40.0366173,34.7389526,15.5750351,3.1879988,59.8959618,55.7097321,46.5380440,40.8662987,41.0058556,32.2159233,0.0000000,32.1485825,0.0000000,0.0000000,0.0000000,46.0751343,63.5533714,56.7194672,50.5489731,44.0814056,36.0051765,0.0000000,58.7524185,36.8136063,0.1008932,16.6275864,2.8271725,26.9,78.4,35.8,-157.9,4.00,13.2,76.3,35.4,-160.3,3.99,0.47,357.3,
L,2021,03,29,19,29,19,3,29,18,57,210,1074,3.2,-2.8,37.6275978,54.7947693,60.3143272,45.3903885,35.1611481,16.3444214,3.4949474,65.0910263,61.9142151,50.8582458,43.6879959,43.0213585,33.5666733,0.0000000,33.6068420,0.0000000,0.0000000,0.0000000,45.9833183,67.7307281,61.5395012,55.9267807,48.2850647,40.1034126,0.0000000,58.4962044,37.4300270,0.1299920,17.5704441,3.1434393,25.4,77.6,35.8,-157.5,3.84,11.6,78.9,35.4,-159.9,3.85,0.45,357.3,
L,2021,03,29,19,29,19,3,29,18,57,210,1075,3.2,-2.8,35.9863510,47.2893486,58.7180252,42.2237282,32.1952248,15.7006664,3.4164512,64.3226700,60.6965675,50.0650864,40.6853981,39.9903336,33.0406494,0.0000000,33.0773087,0.0000000,0.0000000,0.0000000,39.9997902,68.0710831,61.6066170,55.5895348,46.2251968,39.4702950,50.1365356,51.3500900,34.5939026,0.2006669,17.0593586,2.9956522,23.7,79.1,35.9,-157.1,3.85,10.0,76.9,35.5,-159.5,3.85,0.42,357.3,
L,2021,03,29,19,29,19,3,29,18,57,210,1076,3.2,-2.8,33.0829353,44.7461472,53.9763412,38.0431786,31.4603481,15.6614218,3.4364088,61.0764771,56.4881325,46.9739456,39.5627327,39.0486565,32.7916527,0.0000000,32.8245125,0.0000000,0.0000000,0.0000000,38.1146393,65.5893021,58.1794930,51.4673996,42.3343048,37.0681686,48.5096626,48.9193802,33.9494743,0.2348603,17.0266685,2.9781508,22.0,78.2,36.0,-156.7,4.00,8.4,81.2,35.6,-159.1,3.99,0.39,357.3,
L,2021,03,29,19,29,19,3,29,18,57,210,1077,3.1,-2.8,35.5632477,47.1832275,55.9773674,40.0263252,33.0690689,16.7425919,3.7061877,62.6077728,58.2727203,49.0544281,41.5591125,41.0792389,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,40.2784767,67.3271103,60.1304970,53.7224655,44.4393654,39.9679527,50.8802757,51.4773102,35.6092415,0.4526425,18.0941734,3.2052295,20.3,77.3,36.1,-156.3,4.00,6.7,79.1,35.6,-158.6,3.99,0.39,357.3,
L,2021,03,29,19,29,19,3,29,18,57,210,1078,3.1,-2.8,33.0325356,48.7961082,54.5607643,39.2455139,32.0525208,15.1794844,3.2842450,61.6481705,57.0526543,47.5550690,40.6274490,40.3138542,32.6377907,0.0000000,32.5936737,0.0000000,0.0000000,0.0000000,41.0766144,66.5922852,59.0944366,52.2117767,43.6470604,36.5295906,51.0872574,52.9177666,34.3900566,0.3230486,16.3890266,2.8856895,18.6,78.8,36.2,-155.9,4.00,5.0,75.4,35.7,-158.2,3.98,0.43,357.3,
L,2021,03,29,19,29,19,3,29,18,57,210,1079,3.1,-2.8,34.7460365,51.2963142,55.1288605,40.4927139,33.7293243,16.0310993,3.4819326,61.8896713,57.4962616,48.2454185,41.6954498,41.5593948,33.9918442,0.0000000,34.0006065,0.0000000,0.0000000,0.0000000,42.8283691,67.0262756,59.6715317,53.0417023,45.0012932,38.5489464,52.3392334,55.4695549,36.0970955,0.1566510,17.3009720,3.0349238,16.7,77.8,36.2,-155.5,4.00,3.4,83.9,35.8,-157.8,3.97,0.43,357.3,
L,2021,03,29,19,29,19,3,29,18,57,211,1074,3.1,-2.8,31.8439484,46.1185379,53.6453514,37.6627083,31.6362991,15.1907606,3.2326365,61.0500832,56.3512344,46.4571190,39.1491890,38.6661987,31.9902668,0.0000000,31.9797039,0.0000000,0.0000000,0.0000000,39.3033371,64.7731171,57.3430862,50.4949150,41.7126503,35.5500107,48.3522720,50.3508797,34.2977104,0.2380473,16.6468201,2.8370574,25.9,78.4,35.6,-157.4,4.00,12.1,77.8,35.2,-159.8,4.00,0.43,357.3,
L,2021,03,29,19,29,19,3,29,18,57,211,1075,3.1,-2.8,32.7833214,45.0227776,54.8592186,38.4514160,31.0684681,15.0864553,3.2875617,62.1670914,57.4808846,47.6548691,40.0491295,39.4883156,32.4542465,0.0000000,32.4195900,0.0000000,0.0000000,0.0000000,38.4159966,66.2496185,58.7890930,51.9300461,42.6217575,36.5738297,48.5729752,49.0658531,33.4606056,0.5078113,16.4511471,2.8593829,24.2,77.6,35.7,-157.0,4.00,10.6,80.7,35.3,-159.4,3.93,0.41,357.3,
L,2021,03,29,19,29,19,3,29,18,57,211,1076,3.1,-2.9,34.9397888,49.7621269,55.6554756,40.2108688,33.8396568,16.3620682,3.5248396,62.4415970,58.0322380,48.6514587,41.5762444,41.2503548,34.2092934,0.0000000,34.2839279,0.0000000,0.0000000,0.0000000,42.1710930,66.7782059,59.5205002,53.0362778,44.5203247,39.1252975,51.9512901,54.2933121,36.5499725,0.3665011,17.8314304,3.0825541,22.6,78.9,35.8,-156.6,4.00,8.9,79.1,35.3,-159.0,3.98,0.41,357.3,
L,2021,03,29,19,29,19,3,29,18,57,211,1077,3.1,-2.9,34.5419006,46.4455681,55.5896606,39.9472618,32.2419624,15.9557676,3.5557923,62.5183258,58.0165939,48.5740929,41.3459053,40.9682045,34.1470375,0.0000000,34.1697693,0.0000000,0.0000000,0.0000000,39.2404633,67.0224991,59.6205559,52.9501114,44.0597305,38.4333420,49.3797035,50.5262413,34.6499825,0.1510994,17.4242840,3.0742664,20.9,78.1,35.8,-156.2,4.00,7.2,76.7,35.4,-158.5,4.00,0.39,357.3,
L,2021,03,29,19,29,19,3,29,18,57,211,1078,3.1,-2.9,33.7384682,49.7321968,54.6693764,39.6420326,32.9875450,15.7083406,3.4221582,61.8665352,57.2376480,47.6536560,40.9086800,40.6884460,33.5220146,0.0000000,33.5023117,0.0000000,0.0000000,0.0000000,41.6965599,66.7566147,59.1905098,52.3352013,44.0958214,37.4820747,51.7592888,53.9201813,35.3984108,0.1509980,17.0158768,2.9906979,19.1,79.6,35.9,-155.8,4.00,5.6,82.3,35.5,-158.1,4.00,0.43,357.3,
L,2021,03,29,19,29,19,3,29,18,57,212,1074,3.1,-2.9,33.9458084,52.8024216,56.0004272,40.9311066,34.0990677,15.5670242,3.2217474,62.8570137,58.4583130,48.7813492,42.1410980,41.9860840,32.8355980,0.0000000,32.8202286,0.0000000,0.0000000,0.0000000,44.8997459,66.4804688,59.3559494,52.8285713,45.0363083,37.3598900,50.9751778,56.5409622,36.4653244,0.5521585,16.7765465,2.8670444,26.5,78.8,35.4,-157.3,4.00,12.7,76.4,35.0,-159.7,3.94,0.45,357.3,
L,2021,03,29,19,29,19,3,29,18,57,212,1075,3.0,-2.9,32.5055847,47.9487572,55.2764206,39.0593987,31.8673649,14.9162426,3.1550725,62.6856422,57.9653473,47.9391136,40.5836143,40.1339645,31.9375591,0.0000000,31.9230900,0.0000000,0.0000000,0.0000000,40.8990250,66.5152054,58.9805832,51.9634972,43.1447372,35.9948540,50.7393227,52.1631622,34.4635048,0.4998326,16.2683887,2.7831547,24.8,78.2,35.5,-156.9,4.00,11.1,79.4,35.0,-159.3,3.87,0.45,357.3,
L,2021,03,29,19,29,19,3,29,18,57,212,1076,3.0,-2.9,33.5771141,47.4924240,54.6758080,38.9198532,32.9879646,16.2039204,3.5092609,61.8963814,57.2733765,47.5634193,40.3413849,39.9456291,33.5995636,0.0000000,33.5961761,0.0000000,0.0000000,0.0000000,40.3934822,66.0908432,58.6182823,51.8280754,43.0744095,37.5687675,50.1309967,51.7504120,35.5435448,0.1109512,17.6099548,3.0357869,23.1,77.4,35.5,-156.5,4.00,9.4,77.3,35.1,-158.9,4.00,0.41,357.9,
L,2021,03,29,19,29,19,2,29,18,57,213,1074,3.0,-3.0,34.8426208,55.9787254,56.0591469,42.0101585,35.8937302,16.4052601,3.3811226,62.6094513,58.3868713,48.9224472,42.9363518,43.0268326,33.1202011,0.0000000,33.1641006,0.0000000,0.0000000,0.0000000,47.4825783,66.0785828,59.0739059,52.8005104,45.9583282,38.1296272,0.0000000,59.7448349,38.2037659,0.2080090,17.5547543,2.9913247,27.0,77.6,35.1,-157.2,4.00,13.2,79.3,34.7,-159.6,3.96,0.45,357.9,
L,2021,03,29,19,29,19,2,29,18,57,213,1075,3.0,-3.0,33.0099144,48.8786316,54.7411041,38.9244652,33.1263351,15.8875570,3.3322291,62.1209564,57.4501114,47.5118065,40.3373260,39.9502068,32.5769348,0.0000000,32.6308403,0.0000000,0.0000000,0.0000000,41.6679459,65.9358139,58.3981819,51.5335159,42.9046974,36.7711754,50.0934181,52.9005699,35.7145691,0.1509892,17.2282066,2.9197495,25.4,78.8,35.2,-156.8,4.00,11.6,77.6,34.8,-159.2,3.99,0.43,357.9,
L,2021,03,29,19,29,19,2,29,18,56,214,1073,2.9,-3.0,35.4043694,59.0435944,56.3641205,43.0197639,37.3261795,16.7417812,3.4206409,62.7620201,58.6576233,49.2206802,43.7443237,44.0330620,33.9924164,0.0000000,33.9204330,0.0000000,0.0000000,0.0000000,49.8661690,65.8940277,59.0481987,52.9690590,46.8478088,38.4742012,0.0000000,62.2956161,39.2949104,0.1287374,17.7838078,3.0411720,29.0,77.1,34.8,-157.4,4.00,15.4,79.2,34.4,-159.9,3.96,0.45,357.9,
L,2021,03,29,19,29,19,2,29,18,56,214,1074,2.9,-3.0,35.6668434,55.8429794,58.1030922,43.1862984,36.0163345,16.4816532,3.4278088,64.7097473,60.4894524,50.7112427,44.3146286,44.2887268,34.0998268,0.0000000,34.0560608,0.0000000,0.0000000,0.0000000,47.3785439,67.7658691,60.7339363,54.4055176,47.1236267,38.9164848,0.0000000,59.6064301,38.2999115,0.1309706,17.6732388,3.0262034,27.6,78.2,34.9,-157.1,4.00,13.8,78.0,34.5,-159.5,3.97,0.45,357.9,
L,2021,03,29,19,29,19,2,29,18,56,215,1073,2.9,-3.1,33.2711449,54.8569794,55.4932060,41.3431244,34.4245567,15.3287992,3.1592453,62.5250015,58.0558090,48.1672058,42.2769432,42.3557320,32.4663963,0.0000000,32.3120575,0.0000000,0.0000000,0.0000000,46.2233276,65.5350952,58.3521843,51.8612480,45.2490578,36.0769615,0.0000000,58.2824783,36.5504875,0.1196429,16.3944054,2.8211992,29.6,77.6,34.6,-157.4,4.00,15.9,78.3,34.2,-159.8,3.98,0.46,357.9,
L,2021,03,29,19,29,19,2,29,18,56,215,1074,2.9,-3.1,33.2767067,48.4660225,56.9009895,40.5586052,32.2222519,15.0758200,3.3170192,64.2115555,59.5654678,49.3940315,42.0460510,41.6242371,32.0581779,0.0000000,31.9729481,0.0000000,0.0000000,0.0000000,41.2200470,67.1843796,59.7404747,52.8147354,44.1822090,36.2203865,50.3572540,52.2167625,34.6349640,0.1222488,16.5645065,2.9151051,28.1,78.7,34.7,-157.0,3.99,14.3,76.8,34.2,-159.4,3.97,0.43,357.9,
L,2021,03,29,19,29,19,2,29,18,56,216,1073,2.8,-3.2,31.7687893,54.7155304,54.9715538,40.6060333,33.5945587,14.4899740,2.9334400,62.4623985,57.7162247,47.5507965,41.6285591,41.6502609,30.9419250,0.0000000,30.6448097,0.0000000,0.0000000,0.0000000,45.9907188,65.4108582,57.9581718,51.1084175,44.4309769,34.1369858,0.0000000,58.2132988,35.6787834,0.1884552,15.4605637,2.6395183,30.2,78.2,34.3,-157.2,4.00,16.5,77.2,33.9,-159.7,3.99,0.48,357.9,
L,2021,03,29,19,29,19,2,29,18,56,220,1082,2.4,-3.5,33.5580711,57.3727188,55.2446175,43.3103485,32.9792862,13.4976873,2.6996741,61.9402657,57.6148872,48.1906166,43.8620949,44.2303352,31.2473011,0.0000000,30.8374729,0.0000000,0.0000000,0.0000000,47.9276466,67.3839188,59.9351616,53.1394272,48.0270576,35.4940453,0.0000000,60.9582939,34.9975891,0.1181302,14.2335234,2.4410107,17.2,80.3,34.2,-153.0,3.97,3.6,83.0,33.7,-155.5,3.93,0.48,358.6,
L,2021,03,29,19,29,19,2,29,18,56,220,1083,2.4,-3.6,32.1052170,56.5662079,54.1809692,41.6643639,32.9662323,13.5279369,2.7086585,61.4003830,56.7232208,47.0486069,42.3940697,42.7985916,30.7356300,0.0000000,30.3658466,0.0000000,0.0000000,0.0000000,47.4856873,67.0544357,59.2475281,52.0863113,46.4407310,34.1103325,0.0000000,60.3581924,35.0890503,0.1145899,14.3617134,2.4522381,15.3,79.3,34.3,-152.6,4.00,1.9,74.7,33.8,-155.0,3.98,0.49,358.6,
L,2021,03,29,19,29,19,2,29,18,56,221,1082,2.4,-3.6,30.3789997,55.6721230,53.3501434,40.2610893,32.4837761,12.9202433,2.5785005,60.7931900,56.0179634,46.1972084,41.1739197,41.4032059,29.1696815,0.0000000,28.7748032,0.0000000,0.0000000,0.0000000,47.0241814,66.2327881,58.3630257,51.0922241,45.0015717,32.3870659,0.0000000,59.6387939,34.7130241,0.1293233,13.9246445,2.3490028,17.8,78.2,34.0,-152.9,4.00,4.2,78.5,33.4,-155.3,3.99,0.51,358.6,
L,2021,03,29,19,29,19,2,29,18,56,221,1083,2.4,-3.6,30.2121563,53.0307083,53.1463089,39.2095718,31.4162827,12.6985922,2.5440156,60.9085884,55.9423599,45.9796867,40.3471832,40.3557930,28.6257572,0.0000000,28.3608284,0.0000000,0.0000000,0.0000000,45.0242615,66.5902328,58.5016098,50.9668732,43.9766769,32.5236320,54.5595818,57.1347771,33.6860695,0.1361663,13.6244879,2.2888410,15.9,79.9,34.0,-152.5,3.99,2.5,70.1,33.5,-154.9,3.97,0.50,359.3,
L,2021,03,29,19,29,19,2,29,18,56,222,1082,2.3,-3.7,31.0560856,50.1804161,53.1422424,40.2600632,28.4970226,11.2829828,2.1977172,60.8347664,55.9191818,45.9597893,40.9299545,41.2935715,27.7425728,0.0000000,27.3405666,0.0000000,0.0000000,0.0000000,42.0128555,66.2061539,58.1854897,50.7090721,44.8101616,32.8667908,52.8739128,53.8042831,30.5425625,0.1212891,11.9897890,1.9961450,18.3,79.1,33.7,-152.8,3.99,4.7,75.0,33.2,-155.2,3.97,0.50,359.3,
L,2021,03,29,19,29,19,2,29,18,56,222,1083,2.3,-3.7,30.0409489,52.4248581,52.7880325,39.7155991,29.6127758,11.3959284,2.2212019,60.8274803,55.7439423,45.5363541,40.5590706,40.8255348,28.4089050,0.0000000,28.0690346,0.0000000,0.0000000,0.0000000,44.2830925,66.3953934,58.1503487,50.4414215,44.4083405,31.8894558,54.2850418,56.2608566,31.6595840,0.1371259,12.1608381,2.0091126,16.5,80.9,33.8,-152.3,4.00,3.0,84.0,33.3,-154.8,3.99,0.51,359.3,
L,2021,03,29,19,29,19,2,29,18,56,222,1084,2.3,-3.7,31.8915291,58.6783714,54.2387695,42.2787361,33.0238037,12.7656765,2.5312843,61.7842064,56.9659958,47.0257225,42.8462639,43.4282112,29.7948952,0.0000000,29.4979000,0.0000000,0.0000000,0.0000000,49.7197571,67.6230087,59.6113358,52.2043610,47.2429886,33.7493286,0.0000000,62.7088432,35.2540436,0.1502360,13.6398935,2.2980571,14.6,79.8,33.9,-151.9,3.99,1.2,77.4,33.4,-154.4,3.96,0.50,359.3,
